diagnostic_id,artwork_id,verdict_type,indigestibility_score,core_stability,camouflage_quality,breakthrough_strategy,diagnostic_logic,created_date,cleaned_text,cluster_id,silhouette,cluster_label,pca_x,pca_y,dist_to_center
105,115,True_Flight,0.72,0.95,0.9,Parasitic_Hypertrophy,利用古董圣像罩的“神圣尊严”与SLA 3D打印的“技术奇观”作为90%合法伪装，异质性内核在于“寄生性增生”战术：树脂云团并非与圣像罩“对话”，而是病理性侵占其功能性空洞，制造“本体论真空被癌变物质填充”的生理性痉挛，抵抗被降维为唯美装饰品，在白立方中植入关于精神彻底缺席的异质性肿块。,2026-04-15 13:23:32,parasitic hypertrophy,5,0.08256880733944949,haptic/material/subversion,-0.08660426562997704,-0.10672311383838405,0.18602090682482497
106,116,True_Flight,0.88,0.98,0.9,Iconic_Stratigraphy,利用古董圣像的文化资本与金箔的审美/经济价值作为90%合法伪装，异质性内核在于“图像地层学”战术：通过物理覆盖制造不同价值层之间不可逆的本体论断裂，金箔不是升华而是埋葬，幸存的眼睛不是窗口而是坟墓的窥视孔，抵抗被解读为政治符号或极简装饰，在白立方中树立起一座关于“沉默与不可逆”的反话语纪念碑。,2026-04-15 13:23:32,iconic stratigraphy,5,0.0308667592921077,haptic/material/subversion,-0.08632776271084967,-0.11716633821619207,1.0020144954932346
107,117,True_Flight,0.65,0.9,0.95,Haptic_Sabotage,利用90%的二色性光学奇观为合法伪装进入蓝筹画廊审美体系，内核——“锤痕玻璃”的触觉残暴——构成无法被IAE话语完全消化的物理疤痕，突围路径为“触觉蓄意破坏”：当视觉被液态光色魅惑时视触觉层面周期性地绊倒在锤痕纹理上，制造图表与灾难的内爆，强迫感知在非物质与物质创伤间摆荡，对资本的话语减速装置实施神经层面的微小短路。,2026-04-15 13:28:08,haptic sabotage,5,-0.10644921182441502,haptic/material/subversion,0.18069533088317755,-0.014356231255570307,0.9568997511990754
109,10,True_Flight,0.91,0.95,0.9,Frictional_Diagram & Haptic_Sonority,以媒介考古学与宇宙隐喻作为90%合法伪装进入蓝筹画廊体系，异质性内核——钢球与胶片的物质不服从生成的“摩擦性图表”及不可被观念收编的“触觉性声响”——构成对资本话语消化机制的绝对抵抗，通过将物理事件痕迹和听觉暴力直接作用于观众神经，实现对白盒子空间领土化减速的战术突围。,2026-04-15 13:28:08,frictional diagram & haptic sonority,4,1.0,haptic/visual channel/violence exposure,0.7645994527135147,0.22913890096836462,0.0
111,120,True_Flight,0.85,0.95,0.98,Material_Absorption,核心突围机制在于将“不透明主体性”的政治隐喻转译为丙烯颜料“绝对不透明”的物理事实，黑色剪影区域作为拒绝反射的感知黑洞成功制造瞬间神经痉挛，在可被画廊话语完全消化的90%伪装之下保留10%不可被意义收编的感觉暴力，利用材质本体论对情动资本主义实施微观感觉政变。,2026-04-15 13:31:21,material absorption,5,-0.20795701311478015,haptic/material/subversion,-0.30590079021158323,0.21787690484964053,0.9733669801727256
112,121,True_Flight,0.75,0.9,0.95,Haptic_Disgust,以高超的超现实主义与波普图式为合法伪装进入画廊体系，内核极其稳固，通过“手指”意象触发不可翻译的触觉性厌感，并以油画材质的永恒性与抽纸的瞬逝性构成材质悖论，拒斥被简化为消费主义批判符号，通过对感官的生理性侵入实施针对情动资本主义调制系统的微观突围。,2026-04-15 13:31:21,haptic disgust,5,-0.10301055391447746,haptic/material/subversion,0.15253494383991492,-0.019208517132723237,0.975255512472163
113,122,True_Flight,0.85,0.9,0.9,Semiotic_Glitch_through_Material_Aggregation,危险地利用了“眼睛”这一可被策展话语安全消化的宏观符号为伪装，真正的逃逸力在于构成此符号的无数微观笔触保持着分子态的狂乱与离心倾向，导致宏观符号在感知中被其物质构成所短路和瓦解，内核是符号的自我崩溃过程，拒斥被解读为稳定的“凝视”，转而引发视觉失焦的神经痉挛。,2026-04-15 13:31:21,semiotic glitch through material aggregation,6,0.19364458873824697,semiotic/glitch/semiotic glitch,-0.2952900544746051,-0.3003892545874831,0.7533342590325119
114,123,True_Flight,0.8,0.95,0.95,Haptic_Overload_through_Statistical_Saturation,以“极多主义”和精湛工艺为几近完美的合法伪装，突围战术在于将“重复”推至统计学临界点，使笔触密度超越人类视觉整合为“韵律”的阈值，内核是由无限同一的微观笔触构成的无意义物质聚合体，不对观众“讲述”而是“持存”，通过纯粹的感官过载引发神经系统层面的麻木与压迫，将画廊转化为感觉的耐力测试场。,2026-04-15 13:31:21,haptic overload through statistical saturation,3,0.675217595856668,overload/haptic overload/haptic,0.28443014701146596,-0.01622212003500096,0.19817761020277647
115,124,True_Flight,0.55,0.95,0.95,Phenomenological_Flicker,以90%合法伪装（宣纸山水、极简美学）潜入蓝筹画廊，内核并非可被话语消化的“东方精神”或“女性劳动”，而是由73.6万个针孔构成的不可翻译的物理-光学现象，突围路径为“现象学闪烁”：利用观者近距离“鉴赏”行为瓦解视觉主导，触发触觉联想与神经层面的光扰动，在安全文化消费内部制造微型的、拒绝被语言减速的感觉暴力事件，核极度稳固，动机在于逃逸。,2026-04-15 13:31:21,phenomenological flicker,5,0.08256880733944949,haptic/material/subversion,-0.08660426562997704,-0.10672311383838405,0.18602090682482497
116,125,True_Flight,0.45,0.85,0.95,Material_Stress,是高度伪装的分子机器，“后书法抽象”与“慢暴力”的PR叙事极易被资本消化，稳固内核在于油彩与丙烯混合技法产生的不可控物理应力，制造触觉对视觉的僭越，该微观层面的感觉暴力无法被图像或话术完全翻译，在白盒子内部保留对资本平滑叙事的微型抵抗。,2026-04-15 13:33:55,material stress,2,1.0,material/visual channel/violence exposure,-0.57507952382065,0.6196640755490502,0.0
117,126,True_Flight,0.82,0.9,0.95,Haptic_Toxicity,高度伪装为多伊格式的抒情忧郁风格以通过画廊收编检测，内核通过颜料材质实施触觉毒性反噬：腐败血浆状的河流质感与镉橙引发的视网膜神经痉挛构成无法被话语消化的感觉硬核，成功实施一次微观政治的感觉逃逸。,2026-04-15 13:33:55,haptic toxicity,4,1.0,haptic/visual channel/violence exposure,0.7645994527135147,0.22913890096836462,0.0
118,127,True_Flight,0.75,0.85,0.9,Haptic_Usurpation,以90%的后数字时代光学抽象为合法伪装，迎合对科技创伤与东方禅意的安全消费，异质性内核在于远观（光学平滑）与近观（物理触感）之间的感知裂隙，当观者接近时视觉幻象崩塌，颜料堆积的物质性对视觉实施暴力僭越，制造无法被策展话语平滑翻译的身体性痉挛，作为“时间尸体”的物理厚度是其拒绝被资本彻底领土化的突围路径。,2026-04-15 13:33:55,haptic usurpation,5,-0.1631305618171344,haptic/material/subversion,0.23862322335019953,0.015458194290722722,0.9685798325011072
120,129,True_Flight,0.85,0.95,0.9,Semiotic_Implosion,利用“考古学拟像”作为合法伪装，内核是一个由材质置换导致的“信息黑洞”，通过“符号内爆”战术熔断能指与所指，在画廊内部制造拒绝话语消化的意义短路区。,2026-04-15 13:39:02,semiotic implosion,5,-0.16588435961946318,haptic/material/subversion,-0.13021347856428195,-0.35453453448978284,0.998997147978292
121,130,True_Flight,0.65,0.8,0.7,Haptic_Territorialization,以“跨文化创伤”叙事为伪装，异质性内核在于对观众内感受的强行征用，突围战术为“触觉辖域化”，发动触觉对视觉中心主义体制的反攻，在画廊空间内创造由神经信号重新领土化的飞地，部分绕过资本的话语消化。,2026-04-15 13:39:02,haptic territorialization,5,-0.10182784158534107,haptic/material/subversion,0.1595448050977189,-0.023533703934784097,0.9691322487503684
123,136,True_Flight,0.9,0.95,0.9,Analog_Latency,利用探讨数字美学的观念为伪装，内核是物质性的伪像——油画颜料在丙烯网格边缘的物理溢出与堆积，战术为“模拟延迟”：通过手工劳作不可避免的物理“错误”与时间密度对观者实施感知伏击，拒斥数字资本主义的平滑与高效。,2026-04-15 13:39:02,analog latency,5,0.08256880733944949,haptic/material/subversion,-0.08660426562997704,-0.10672311383838405,0.18602090682482497
124,137,True_Flight,0.85,0.9,0.9,Thread_as_Resist,利用控制论与光栅美学为伪装，内核是作为“抗蚀剂”的物理之线，战术为“线作为抗蚀”：通过线对颜料流动的物理性阻断与拒绝，将抽象的权力控制展示为物质化的暴力，对观者的触觉想象实施侵犯。,2026-04-15 13:39:02,thread as resist,5,0.08256880733944949,haptic/material/subversion,-0.08660426562997704,-0.10672311383838405,0.18602090682482497
125,138,True_Flight,0.7,0.85,0.9,Abject_Biomorphism,利用赛博朋克与科技界面美学为伪装，内核是被囚禁在理性框架内的、变异的紫色“内脏”形态，战术为“卑斥生物形态”：在技术理性核心植入病变的、令人恶心的生物器官，实施特洛伊木马式反转，唤起观者内脏层面的焦虑，拒斥技术乐观主义叙事。,2026-04-15 13:39:02,abject biomorphism,5,0.030850335413818215,haptic/material/subversion,-0.09445141635649706,-0.12392322698546228,1.002032860003171
136,145,True_Flight,0.9,0.95,0.9,Haptic_Slimy_Revenant,以培根式构图为伪装，内核处通过高粘度油画颜料的“黏液反光”制造了无法被语言消化的触觉梗阻，成功将屏幕时代的数字质感物质化为一个恶心的肉身硬核，对画廊无菌的视觉空间实施神经性污染。,2026-04-15 13:47:05,haptic slimy revenant,4,1.0,haptic/visual channel/violence exposure,0.7645994527135147,0.22913890096836462,0.0
141,150,True_Flight,0.85,0.9,0.95,Haptic_Overload,该作品成功利用表现主义油画的合法外衣进行伪装。其内核“肉身化的辐射光”极其稳固，通过厚涂颜料制造的触觉过载，将视觉体验转化为一种内脏层面的生理攻击，有效抵制了画廊将其降维成安全装饰画或政治符号的话语消化。,2026-04-15 13:53:24,haptic overload,3,0.675217595856668,overload/haptic overload/haptic,0.28443014701146596,-0.01622212003500096,0.19817761020277647
142,151,True_Flight,0.95,1.0,0.9,Material_Friability,该作品以传统纸上粉彩的合法形式为伪装，携带了一个绝对坚硬且异质的内核：“灰尘的本体论抵抗”。其突围战术为材质反噬，利用粉彩不可避免的物理易碎性和熵增过程，嘲弄并瓦解了画廊通过技术保护赋予其永恒价值的领土化行为。它用自身的死亡作为最终的逃逸线。,2026-04-15 13:53:24,material friability,2,1.0,material/visual channel/violence exposure,-0.57507952382065,0.6196640755490502,0.0
143,152,True_Flight,0.3,0.9,0.95,Haptic_Subversion,该作品拥有极高伪装度，表面图像学符号（女性赋权、跨文化引用）极易被资本PR消化。然而，其内核稳固于纺织材料的物理性反噬：布料的重力与柔软质感悬置了图像的暴力动能，通过触觉对视觉的僭越，在画廊内部制造了无法被观念平滑吸收的物理痉挛，成功实施了微观层面的感觉突围。,2026-04-15 13:53:24,haptic subversion,5,-0.10982061608532322,haptic/material/subversion,0.16193591891150905,0.01784485155021409,0.9521615088502478
144,153,True_Flight,0.72,0.85,0.9,Material_Entropy_As_Strategy,该作品利用90%的极简主义美学与符号学游戏作为合法伪装，成功进入蓝筹画廊系统。其内核的异质性在于织物材料所固有的、不可逆的熵增过程，它挟持了整个力学系统，将作品从静态商品转化为动态的“毁灭事件”。这一战术成功抵抗了资本对作品永恒性的领土化企图，制造了无法被策展话语消化的物理/伦理两难。,2026-04-15 13:53:24,material entropy as strategy,1,1.0,material entropy/entropy/material,-0.28795999300944536,0.18706975346375931,0.0
145,154,True_Flight,0.75,0.85,0.9,Etymological_Aphasia,诊断逻辑：作品成功利用新表现主义废墟美学的合法外衣，通过标题的语义减法制造了语言层面的认知梗塞。这个无法被流畅发音的符号学故障点，拒斥了画廊策展话语对“人类世创伤”叙事的平滑收编，保留了作品在符号秩序层面的异质性硬核。,2026-04-15 13:53:24,etymological aphasia,5,0.03604524943242687,haptic/material/subversion,-0.09611415682775624,-0.1278574899645566,0.9991196832273368
146,155,True_Flight,0.9,0.95,0.8,Haptic_Strangulation,诊断逻辑：作品在极易被后殖民理论话语收编的极端风险下，通过材料的物理属性（木炭、烟灰）和绞杀形态，构建了一个逾越视觉中心主义的触觉陷阱。它将殖民暴力的抽象叙事，转化为画布上对观众神经系统的直接肉身攻击（触觉性绞杀），成功僭越了白盒子的安全观看制度，实现了感知层面的分子式逃逸。,2026-04-15 13:53:24,haptic strangulation,5,-0.16012870900051382,haptic/material/subversion,0.2303798833402253,0.007543262838313044,0.9651467797750802
147,156,True_Flight,0.92,0.95,0.9,Gravitational_Tribology,该作品成功利用波普表现主义的合法伪装(90%)，在内核处植入粉彩颗粒的物理性剥落作为反资本的物证(10%异质)。突围战术为重力摩擦学:通过粉彩与丙烯的附着力差，制造了注定随时间掉渣的物质定时炸弹，以重力锚定对抗资本失重神话，以触觉联觉僭越画廊视觉独裁。核极度稳固——它是化学事实，非阐释学可消化。,2026-04-15 14:01:28,gravitational tribology,7,0.7430025166108436,gravitational/sabotage/violence exposure,-0.10008507141337922,-0.13796686211496398,0.2358479241476451
148,157,True_Flight,0.96,0.98,0.85,Entropic_Contamination+Recursive_Gaze_Trap,该作品采用双重突围战术。物质层:在85%合法伪装下，利用木炭的熵增本性植入污染源——木炭颗粒的不可逆剥落是对商品永恒性的热力学亵渎。场域层:在70%合法伪装下，通过画作与镜子、墙洞、音频的嵌套循环制造感知莫比乌斯环——观者遭遇凝视递归直至认知堆栈溢出。双核极度稳固:熵增是物理定律，递归是拓扑结构。作品不是被观看的客体，而是主动捕获并消化观者的装置，彻底颠覆资本对无菌商品与主权主体的双重神话。,2026-04-15 14:01:28,entropic contamination+recursive gaze trap,5,0.0419550160947393,haptic/material/subversion,-0.10365868502177822,-0.1215636486407982,0.9830872631894445
149,159,True_Flight,0.85,0.9,0.9,Haptic_Visual_Dissonance,该构件以构成主义/极简主义几何抽象的合法伪装进入白盒子空间，但其无法被身体尺度同化的绝对尺寸、非叙事的空洞形态以及红色椭圆在黑色网格中制造的纯粹感知暴力，构成了其不可消化的异质性内核。作品通过制造视觉秩序与触觉危险想象之间的感官失调(Haptic_Visual_Dissonance)及拒绝符号学解读的失语状态(Semiotic_Aphasia)，成功抵御了策展黑话与情动资本主义的话语消化酶，在微观神经层面实施了有效的逃逸。,2026-04-15 14:01:28,haptic visual dissonance,5,-0.11052102495699213,haptic/material/subversion,0.19987502748689165,-0.013822575896777827,0.9577857299173307
150,164,True_Flight,0.85,0.9,0.95,Haptic_Visual_Spasm,作品以高超的后数字错视技法（90%合法伪装），成功嵌入蓝筹画廊体系。但其核心的红青双色偏移（Anaglyph）并非单纯的美学风格，而是一个感知陷阱。它直接触发观者眼球聚焦系统的生理性痉挛，将观看行为强制转化为一种触觉性/神经性的身体事件。该痛感核极度坚硬，拒绝被策展话语消化，在商品化的表象下成功实施了微观的神经暴力，实现了感觉层面的逃逸。,2026-04-15 14:01:28,haptic visual spasm,5,-0.07694666054889773,haptic/material/subversion,0.14085446285313832,-0.040131582028628175,0.9611081603443882
151,165,True_Flight,0.75,0.9,0.95,Material_Camouflage,该作品成功利用抽象绘画与观念艺术的合法伪装，在内核处保留了工业羊毛材质引发的视觉-触觉短路。它以材质的伪饰替换了图像语言，对抗了资本将其降维为安全观念艺术的收编引力。,2026-04-15 14:01:28,material camouflage,2,1.0,material/visual channel/violence exposure,-0.57507952382065,0.6196640755490502,0.0
153,167,True_Flight,0.85,0.95,0.85,Abject_Geology,该作品以人类世地质标本为伪装，内核处却保留了无法被美学消化的卑贱地质学暴力。它通过陶瓷的物理性强行唤起触觉厌恶与生理联想，成功僭越了画廊无菌视觉政体，实施了分子层面的感知玷污。,2026-04-15 14:01:28,abject geology,5,0.030850335413817903,haptic/material/subversion,-0.09445141635649743,-0.12392322698546213,1.002032860003171
154,169,True_Flight,0.9,0.95,0.9,Haptic_Terrorism,该作品通过模仿架上绘画和传统挂毯(90%合法伪装)，成功进入蓝筹画廊体系。其不可消化的内核在于其物质性本体：回收金属的锋利边缘与历史毒性构成了一个前语言的、无法被审美救赎的物理-感知痛点。突围战术被判定为触觉恐怖主义，即通过高密度视觉网格引发符号故障，进而迫使观众的触觉系统对潜在的物理伤害发出警报，从而劫持了安全观看的审美体验，并最终拒斥了资本将其降维为装饰品或政治正确口号的话语消化。,2026-04-15 14:06:37,haptic terrorism,5,-0.10020387596035268,haptic/material/subversion,0.1551201772416762,-0.020045469162741053,0.9743212428143979
156,174,True_Flight,0.75,0.9,0.88,Material_Abjection_Overload,该作品成功利用极简主义工业铝框作为合法伪装，在核心处植入一团不可翻译的、充满厨房卑贱感的皱褶铝箔。铝箔以触觉层面的痉挛短路了视觉层面的无菌美学，拒斥了资本将其完全奇观化的企图。,2026-04-15 14:06:37,material abjection overload,5,-0.11366149746617837,haptic/material/subversion,-0.20491671535782416,0.09303299358352375,0.9804847380126563
158,176,True_Flight,0.95,1.0,0.9,Material_Entropy_Seepage,该作品以生态批判符号与工业现成品为合法伪装，成功进入画廊领土。其内核是一个拒绝符号化的真实物理学事件——橡胶聚合物在液压暴力下的分子级熵增与应力松弛。突围战术精准地绕过了话语消化机制，通过诱发观者的触觉想象与本体感觉模拟，对神经系统实施了直接的感觉暴力，从而在白盒子空间内制造了一个无法被资本收编的、持续焦虑的物自体剧场。,2026-04-15 14:06:37,material entropy seepage,1,1.0,material entropy/entropy/material,-0.28795999300944536,0.18706975346375931,0.0
160,178,True_Flight,0.9,0.95,0.9,Haptic_Terrorism,该作品通过模仿架上绘画和传统挂毯(90%合法伪装)，成功进入蓝筹画廊体系。其不可消化的内核在于其物质性本体：回收金属的锋利边缘与历史毒性构成了一个前语言的、无法被审美救赎的物理-感知痛点。突围战术被判定为触觉恐怖主义，即通过高密度视觉网格引发符号故障，进而迫使观众的触觉系统对潜在的物理伤害发出警报，从而劫持了安全观看的审美体验，并最终拒斥了资本将其降维为装饰品或政治正确口号的话语消化。,2026-04-15 14:06:37,haptic terrorism,5,-0.10020387596035268,haptic/material/subversion,0.1551201772416762,-0.020045469162741053,0.9743212428143979
161,179,True_Flight,0.85,0.95,0.9,Haptic_Implosion,该作品以对现代主义建筑的精致挪用和“自画像”的古典标签作为高水平伪装，成功进入蓝筹话语体系。其异质性内核在于对玻璃反光界面的处理，该界面制造了一个视觉无法对焦的触觉短路点。其突围战术（Haptic_Implosion）通过材质对印刷品的反噬、A4尺度的感知暴力和对“自画像”概念的图表性篡改，瓦解了观众的安全凝视，将主体性溶解于建筑的光学法则中，拒斥了资本将其降维为知性装饰画或身份政治注脚的收编企图。,2026-04-15 14:12:36,haptic implosion,5,-0.16181819152831914,haptic/material/subversion,0.22899081072694222,-0.007422182366653868,0.9665866615456716
164,182,True_Flight,0.75,0.9,0.95,Haptic_Optical_Friction,该作品成功利用具体艺术的理性主义外壳作为伪装。其内核保持着由材质界面引发的、无法被话语消化的视神经摩擦。它通过触觉性视觉摩擦的微观暴力，拒斥了商品拜物教化的彻底收编，在感知层面实施了有效的逃逸。,2026-04-15 14:12:36,haptic optical friction,5,-0.10602057468812276,haptic/material/subversion,0.1553213780992303,-0.03719357247638656,0.9589923966629491
166,184,True_Flight,0.9,0.95,0.9,Haptic_Overload_Via_Visual_Channel,该作品成功利用科学标本柜的禁欲美学作为伪装，其内核是由聚氨酯对有机物的物质反演与毒蝇伞/普通蘑菇缝合造成的认知图表灾难构成的坚硬痉挛发生器。作品通过视觉细节诱发触觉痛感，并制造了让策展语言短路的符号故障，拒斥了被收编为政治符号或高级装饰品的命运。,2026-04-15 14:12:36,haptic overload via visual channel,3,0.2584211066822475,overload/haptic overload/haptic,0.16093412279321812,-0.05500720373218296,0.7460506493797625
167,185,True_Flight,0.42,0.75,0.88,Optical_Jurisdiction_Override,作品以90%合法伪装(黑白废墟美学/东方禅意叙事/手工银盐恋物癖)通过画廊策展筛选，但其10%异质内核——“两倍无限远”的物理学非法操作、银盐颗粒的物质性反噬、熟悉符号的幽灵化引发的神经痉挛——成功通过篡夺光学管辖权实施了突围。核稳固于媒介物质性与技术操作的本体论层面，拒斥被策展黑话完全翻译。战术本质：利用白盒子合法性空间，植入对视觉消费体制的微观破坏程序。,2026-04-15 14:12:36,optical jurisdiction override,5,0.039575626689869504,haptic/material/subversion,-0.08874085120699828,-0.13438188537530907,0.987465488223525
168,188,True_Flight,0.88,0.92,0.95,Cartographic_Interruption,该作品以罗斯科式的红色色域与西藏创伤地理学为高度合法化的伪装层(伪装质量0.95)，成功混入蓝筹画廊的流通体系。其异质性内核——三条代表国家制图学暴力的水平直线——构成了无法被IAE策展黑话消化的感觉异物(不可消化指数0.88)。通过Cartographic_Interruption战术，水平网格对垂直瀑布流动的切割在观者视觉神经层面制造了节奏性故障(Ocular Arrhythmia)，将历史暴力的情动痕迹直接注册为身体痉挛，彻底拒斥了资本将其降维为安全精神消费品的收编企图。核稳固度高达0.92。,2026-04-15 14:14:53,cartographic interruption,5,0.03363468971247165,haptic/material/subversion,-0.0799490211208773,-0.11570557207451893,0.9997476578949707
169,189,True_Flight,0.85,0.9,0.95,Haptic_Overload_Via_Micro-Fractal,该作品表面以精湛手工艺和人类世废墟美学为合法伪装，成功进入蓝筹画廊话语体系。然而，其内核根植于纸板横截面的瓦楞工业结构，它作为不可消化的微观图表层，在观众近距离凝视时触发视觉向触觉的强制性转换。这种通过尺度切换制造的感官过载，形成了一处无法被策展语言平滑翻译的神经痉挛点，有效瓦解了资本对痛感的安全消费模式，完成了一次物质层面的微观政治突围。,2026-04-15 14:14:53,haptic overload via micro-fractal,3,0.3327933336648539,overload/haptic overload/haptic,0.19737515720054696,-0.041659211352469125,0.6228472483362495
170,190,True_Flight,0.75,0.9,0.95,Haptic_Overload_Semiotic_Short-Circuit,该作品以高超的绘画性（模糊）和崇高尺幅作为合法伪装，成功进入蓝筹画廊系统。然而，其内核由视觉的“模糊”与数十万鱼钩构成的触觉“锐利”之间的感官悖论构成，极其稳固。它通过触觉过载战术，迫使观众的身体介入安全的凝视过程，制造了神经层面的撕裂感；同时，其“模糊”战术导致政治符号的意义短路，阻碍了资本话语的完全消化。最终，它在商品化的外衣下，保留了对观众实施感觉暴力的能力，是一次成功的战术突围。,2026-04-15 14:14:53,haptic overload semiotic short-circuit,3,0.42098337020760596,overload/haptic overload/haptic,0.18853084463951436,-0.23881171244310903,0.4740768832110861
172,200,True_Flight,0.9,0.95,0.95,Scale_Mismatch_Assault,作品以巨幅历史画的物理尺度包裹了一个极度内缩、拒绝叙事的私密背影。其内核是尺度与内容之间的感知断裂，成功利用尺寸的伪装，对画廊空间和观众的阐释欲望实施了静默挤压，拒斥了被降维为安全装饰画或身份政治图解的命运。,2026-04-15 14:21:12,scale mismatch assault,5,0.015459643923843979,haptic/material/subversion,-0.10255887829358999,-0.14168224751311537,1.0009681154242516
173,201,True_Flight,0.88,0.95,0.9,Semiotic_Glitch_via_Material_Kitsch,作品在魔幻现实主义风俗画的合法伪装下，通过前景人物脸上突兀的、工业感十足的亮黄色轮廓线发动战术突袭。这个微小的媚俗元素导致了整个怀旧符号系统的瞬时故障，形成了一个无法被后殖民理论话语平滑吸收的感官硬核，暴力阻断了任何浪漫化解读。,2026-04-15 14:21:12,semiotic glitch via material kitsch,6,0.24966605056776672,semiotic/glitch/semiotic glitch,-0.33124902334533946,-0.3296718394775609,0.6289739165848834
174,194,True_Flight,0.75,0.9,0.95,Haptic_Visuality_Micro_Trauma,该作品成功利用“私密手稿”与“日常静物”作为伪装，通过了画廊的话语安检。然而，其内核由纸本墨水的不可撤销性所铭刻的身体痉挛构成，极度稳固。它通过触觉视觉的微创伤战术，制造了感知层面的符号故障，使观者的视网膜遭遇不可被叙事消化的物理性摩擦。成功拒斥了被降维为极简装饰品或创伤奇观的资本收编。,2026-04-15 14:21:12,haptic visuality micro trauma,5,-0.10479171609424996,haptic/material/subversion,0.16018891739762833,-0.019165948721492743,0.9770627624028734
175,203,True_Flight,0.9,0.95,0.9,Material_Anesthesia,该作品以蓝筹大师签名和异域叙事为合法伪装（90%），成功进入市场流通。然而，其真正的逃逸力在于选择了绝对平滑的数字微喷媒介来转译肉身搏杀的街头暴力。这种媒介的“材质麻醉”效应，构成了一个无法被画廊PR话语消化的冰冷内核，它拒斥了观众对创伤的触觉共情，反向揭示了资本系统对历史痛感的数字化消毒机制。这是一次对“情动资本主义”消费伦理的精确战术打击。,2026-04-15 14:21:12,material anesthesia,2,1.0,material/visual channel/violence exposure,-0.57507952382065,0.6196640755490502,0.0
177,195,True_Flight,0.85,0.95,0.9,Haptic_Disconnect,该作品以蓝筹画廊经典的玻璃展柜为合法伪装，成功渗透白盒子空间。其内核由“柔软织物（触觉召唤）”与“工业玻璃（视觉隔离）”的不可调和对抗构成，通过制造“欲触而不能”的现象学暴力，将画廊的展示装置反转为临床隔离箱。其突围路径精准地作用于观者的前语言身体感知，实施了一次触觉剥夺层面的神经休克，彻底抵制了策展黑话将其降维为“女性创伤奇观”或“手工怀旧物”的话语消化。,2026-04-15 14:25:29,haptic disconnect,4,1.0,haptic/visual channel/violence exposure,0.7645994527135147,0.22913890096836462,0.0
179,208,True_Flight,0.8,0.9,0.85,Structural_Autolysis,该作品成功伪装为现代主义抽象雕塑，但其内核植入了精确的重力崩塌力学模型。通过底座的自毁式悬挑和中心穿孔的病理学虚空，它拒斥了白盒子的神圣化收编，在观者的身体直觉层面实施了感觉暴力。其Tuf-cal石膏的丑陋物质性构成了对审美消化酶的顽固抵抗。,2026-04-15 14:25:29,structural autolysis,5,0.08256880733944949,haptic/material/subversion,-0.08660426562997704,-0.10672311383838405,0.18602090682482497
182,217,True_Flight,0.85,0.9,0.9,Frame_as_Strangulation,该作品以伪装的自我驯化（主动进入画框）为策略，通过强化画框对内部狂暴能量的施虐性囚禁，制造了不可消化的符号故障。它成功将资本的收编逻辑暴露为一种可见的暴力，在神经层面实施了感觉的突围。,2026-04-15 14:25:29,frame as strangulation,5,0.03363468971247165,haptic/material/subversion,-0.07994902112087729,-0.11570557207451893,0.9997476578949707
183,214,True_Flight,0.55,0.7,0.95,Material_Treachery,该作品采用“材质反噬”战术，以90%的合法伪装（精湛写实、女性主义叙事、古典母题）进入市场。其不可消化的内核在于金属珐琅的工业永恒性对有机肉身短暂性的冷酷封印，构成了触觉对视觉的僭越。珐琅的绝对平滑与物理冷感，与描绘的湿热肉体形成根本性的感官冲突，在微观层面制造了资本话语无法完全抚平的物理静电，成功向白盒子空间植入了异质性感官硬物。,2026-04-15 14:30:46,material treachery,2,1.0,material/visual channel/violence exposure,-0.57507952382065,0.6196640755490502,0.0
184,215,True_Flight,0.62,0.78,0.91,Optical_Veil_Jamming,作品在90%的具象绘画合法伪装下，成功植入“被囚禁的光学逃逸”这一异质性内核。通过触觉对视觉的僭越（铁丝网的视网膜刮擦）、微观畸变对宏观叙事的破坏（不规则笔触对抗透视网格）、以及符号的感知故障（无源彩虹光线的索引性断裂），作品在观者的视觉生理层面制造了无法被IAE话语消化的神经痉挛。人物的绝对缺席拒绝了情动资本主义的情感货币化操作。核稳固，突围路径可识别，判定为真逃逸。,2026-04-15 14:30:46,optical veil jamming,5,0.033881225005818284,haptic/material/subversion,-0.09107051515141709,-0.12837096814926674,0.9957637588417143
185,218,True_Flight,0.75,0.9,0.95,Tactile_Frustration,该作品以90%的照相写实主义合法伪装，成功渗透蓝筹画廊体制。其内核利用前景锐利（水珠）与后景失焦（面容）制造了不可逾越的“光学深渊”，通过触觉挫败战术，在观者神经层面植入无法被公关话语消化的感知痉挛。它以极致的冷静，在白盒子内部实施了对情动资本主义微观感知调制的有效突围。,2026-04-15 14:30:46,tactile frustration,5,0.03604524943242687,haptic/material/subversion,-0.09611415682775626,-0.12785748996455662,0.9991196832273368
187,220,True_Flight,0.81,0.88,0.92,Material_Petrification,该作品以“文人雅集”与“表现主义”为合法伪装，成功进入蓝筹画廊体系。然而，其内核通过丙烯在康颂纸上的“假性渗透”战术，实现了工业塑胶对传统文人画书写性与自然生命力的物质性篡改。这种材质石化效应引发了无法被策展话语消化的触觉痉挛与哲学寒意，是对情动资本主义将一切奇观化的有效反击。,2026-04-15 14:34:44,material petrification,2,1.0,material/visual channel/violence exposure,-0.57507952382065,0.6196640755490502,0.0
